report_number,crash_year,crash_date_time,report_date_time,investigating_agency_rep_num,form_type,total_number_of_vehicles,total_number_of_persons,total_number_of_narratives,county_code,city_code,county_name,city_name,rural_or_urban,notified_time,dispatched_time,arrived_time,cleared_time,completed_flag,reason_not_completed,notified_by,on_street_road_highway,street_address_number,latitude,longitude,feet_from_intersection,miles_from_intersection,direction_from_intersection,from_intersection_of,from_milepost_number,road_system_identifier,type_of_shoulder,type_of_intersection,photos_taken_flag,light_condition,weather_condition,road_surface_condition,school_bus_related_code,type_of_impact,first_harmful_event,harmful_event_location,interchange_flag,junction_flag,road_circumstances_1,road_circumstances_2,road_circumstances_3,environment_circumstances_1,environment_circumstances_2,environment_circumstances_3,work_zone_related_flag,location_within_zone,type_of_work_zone,workers_present,law_enforcement_present,investigator_id,investigator_rank,investigator_first_name,investigator_middle_name,investigator_last_name,investigator_suffix,investigating_agency_name,investigating_agency_type,load_dt90838674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,1,88,1,1,1,1,32,2,88,1,1,,,1,,,1,,,,,217,DEPUTY,,,EPLHASE,,LEON COUNTY,2,2011-03-08 15:54
86215949,2016,2016-01-29 23:04,2016-01-29 00:00,16003289,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-01-29 23:04,2016-01-29 23:04,2016-01-29 23:09,2016-01-29 23:40,2,,2,MAGNOLIA DR N,,,,10,,N,MICCOSUKEE RD,,4,1,2,1,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,624,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-02-01 13:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86215870,2016,2016-01-27 13:24,2016-01-27 00:00,16002994,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-01-27 13:25,2016-01-27 13:33,2016-01-27 13:38,2016-01-27 14:06,2,,2,HIGH RD,,,,,,S,THARPE ST W,,4,3,2,1,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,325,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-01-28 13:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86455386,2016,2016-10-25 13:57,2016-10-25 00:00,16034785,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-10-25 13:58,2016-10-25 14:04,2016-10-25 14:12,2016-10-25 15:13,2,,2,MERIDIAN ST N,,,,30,,N,TENNESSEE ST E,,5,1,1,1,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,667,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-10-27 15:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86451447,2016,2016-05-31 12:46,2016-12-16 00:00,16017411,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-05-31 12:46,2016-05-31 12:49,2016-05-31 12:54,2016-05-31 13:15,2,,2,CAPITAL CIR NE,1519,,,,,,,,9,2,1,1,1,1,1,1,,10,8,1,1,1,,,1,,,1,,,,,628,PATROL,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-12-18 14:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86455349,2016,2016-10-24 21:00,2016-10-25 00:00,16034719,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-10-24 22:11,2016-10-24 22:11,2016-10-24 22:11,2016-10-24 22:11,1,D-1 NOT INTERVIEWED,2,WOODWARD AVE N,,,,,,,TENNESSEE ST W,,5,3,2,1,6,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,768,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-10-26 15:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86503061,2016,2016-04-29 16:00,2016-05-01 12:09,160061143,L,1,2,0,13,0,LEON,Unincorporated - Leon County,1,2016-04-29 16:00,2016-04-29 16:22,2016-04-29 16:35,2016-04-29 17:31,2,,2,DEER LAKE W,,,,0,,,HEATHROW DR,,5,3,3,2,1,1,1,1,77,10,1,1,3,1,,,88,,,1,,,,,11910,,,,,,LEON CO SO,3,2016-05-02 14:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86504040,2016,2016-09-23 18:31,2016-09-24 06:17,160141695,L,1,5,0,13,0,LEON,Unincorporated - Leon County,1,2016-09-23 18:31,2016-09-23 18:32,2016-09-23 18:38,2016-09-23 19:21,2,,2,MONROE ST N,,,,655,,N,SESSIONS RD,,5,3,3,1,1,1,1,1,3,10,1,1,77,1,,,1,,,1,,,,,12041,,,,,,LEON CO SO,3,2016-09-25 14:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86456980,2016,2016-12-17 18:30,2016-12-19 00:00,16041205,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-12-17 18:30,2016-12-17 18:31,2016-12-17 18:33,2016-12-17 19:46,2,,2,OLD BAINBRIDGE RD,,,,150,,S,4TH AVE W,,4,1,1,1,4,2,1,1,,10,1,1,1,1,,,1,,,1,,,,,519,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-12-22 16:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86502914,2016,2016-04-11 08:30,2016-08-01 15:13,160051682,U,1,2,0,13,50,LEON,Tallahassee,2,2016-04-11 18:29,2016-04-11 18:29,2016-04-11 19:00,2016-04-11 19:21,2,,2,GROVE PARK DR,,,,0,,,MOSSY CREEK LN,,5,3,3,1,88,77,88,1,77,10,1,1,1,88,,,88,,,1,,,,,11946,,,,,,LEON CO SO,3,2016-08-02 15:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83589830,2016,2016-09-12 13:00,2016-09-13 00:00,1609-0176,L,2,3,0,13,40,LEON,FLORIDA STATE UNIV.,2,2016-09-12 13:17,2016-09-12 13:23,2016-09-12 13:24,2016-09-12 13:55,2,,2,NORTH WOODWARD AVENUE,107,,,350,,W,N WOODWARD AVE AND TERRITORY WAY,,5,3,1,1,1,1,1,1,,10,2,1,3,1,,,1,,,1,,,,,407,OFFICER,,,,,FSU POLICE DEPARTMENT,2,2016-09-14 15:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86503345,2016,2016-06-15 04:40,2016-08-01 16:02,160085393,U,1,2,0,13,0,LEON,Unincorporated - Leon County,1,2016-06-15 04:40,2016-06-15 04:45,2016-06-15 04:53,2016-06-15 06:54,2,,2,OAKRIDGE RD,,,,10,,W,BUNTING RD,,4,2,1,1,5,1,1,1,77,10,1,1,1,1,,,88,,,1,,,,,11985,,,,,,LEON CO SO,3,2016-08-02 15:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86503351,2016,2016-06-15 22:27,2016-08-01 16:02,160085967,L,1,3,0,13,0,LEON,Unincorporated - Leon County,1,2016-06-15 22:28,2016-06-15 22:29,2016-06-15 22:31,2016-06-16 00:00,2,,2,GEARHART RD,,,,75,,W,GEARHART LN,,5,2,3,2,5,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,11004,,,,,,LEON CO SO,3,2016-08-02 15:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86504633,2016,2016-12-14 19:02,2016-12-15 00:47,160185033,L,1,5,0,13,0,LEON,Unincorporated - Leon County,1,2016-12-14 19:05,2016-12-14 19:05,2016-12-14 19:07,2016-12-14 21:06,2,,2,AENON CHRUCH RD,,,,50,,N,TRAILS END LN,,4,1,1,2,5,1,1,1,1,10,1,1,1,1,,,1,,,1,,,,,12001,,,,,,LEON CO SO,3,2016-12-16 15:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86449963,2016,2016-04-03 13:00,2016-04-03 00:00,16010534,L,1,1,0,13,50,LEON,TALLAHASSEE,2,2016-04-03 13:02,2016-04-03 13:05,2016-04-03 13:07,2016-04-03 14:37,2,,2,EVERGREEN DR,2106,,,500,,S,MYRICK RD,,5,2,1,1,1,1,1,1,,10,2,1,1,1,,,1,,,1,,,,,608,PATROL,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-04-04 14:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86456149,2016,2016-11-19 13:37,2016-12-07 00:00,16037878,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-11-19 13:37,2016-11-19 13:44,2016-11-19 13:45,2016-11-19 14:22,2,,2,TENNESSEE ST W,,,,,,,HIGH RD,,3,3,2,1,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,609,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-12-10 15:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86454101,2016,2016-09-14 10:10,2016-09-14 00:00,16029835,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-09-14 10:12,2016-09-14 10:14,2016-09-14 10:20,2016-09-14 11:05,2,,2,PLAZA DR E,1605,,,1,,N,MAHAN DR,,5,3,3,1,1,1,1,1,,10,1,1,1,1,,,77,,,1,,,,,652,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-09-15 15:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86454991,2016,2016-10-13 13:00,2016-10-13 00:00,16033367,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-10-13 21:37,2016-10-13 21:37,2016-10-13 21:37,2016-10-13 21:37,1,HIT AND RUN,2,GAINES ST,,,,,,,WOODWARD AVE,,5,3,6,1,88,77,88,1,,10,1,1,1,88,,,88,,,1,,,,,542,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-10-15 14:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86504059,2016,2016-09-27 22:28,2016-12-28 08:03,160143637,U,1,2,0,13,50,LEON,Tallahassee,2,2016-09-27 22:29,2016-09-27 22:31,2016-09-27 22:33,2016-09-28 01:28,1,INVESTIGATION TURNED OVER TO THI,2,CRAWFORDVILLE HWY,,,,20,,N,SHELFER RD,,3,3,3,2,5,1,1,1,77,10,1,1,88,1,,,1,,,1,,,,,11717,,,,,,LEON CO SO,3,2016-12-29 16:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85181989,2016,2016-12-21 19:25,2016-12-21 19:44,FHPH16OFF023592,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2016-12-21 19:30,2016-12-21 19:35,2016-12-21 19:48,2016-12-21 21:51,2,,2,US HIGHWAY 90 (SR-10),,30.4631183948368,-84.393243631348,40,,E,IDA  ROAD,,2,2,1,1,5,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,3487,TROOPER,,,,,FLORIDA HIGHWAY PATROL,1,2016-12-28 16:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86454668,2016,2016-10-03 11:24,2016-10-03 00:00,16032121,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-10-03 11:24,2016-10-03 11:25,2016-10-03 11:29,2016-10-03 12:24,2,,2,MAHAN DR,2888,,,500,,W,CAPITAL CIR NE,,2,3,1,1,1,2,1,1,,10,1,1,1,1,,,1,,,1,,,,,557,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-10-07 15:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86452208,2016,2016-07-01 14:16,2016-07-01 00:00,16021173,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-07-01 14:16,2016-07-01 14:17,2016-07-01 14:20,2016-07-01 14:50,2,,2,MONROE ST S,1430,,,120,,N,JENNINGS ST E,,5,2,1,1,1,2,6,1,,10,8,1,1,1,,,77,,,1,,,,,523,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-07-02 14:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86448667,2016,2016-02-14 18:41,2016-02-15 00:00,16005118,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-02-14 18:41,2016-02-14 19:12,2016-02-14 19:15,2016-02-14 19:32,2,,2,MONROE ST,,,,,,,APALACHEE PKWY,,5,3,3,1,2,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,605,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-02-16 16:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86456705,2016,2016-12-08 22:14,2016-12-08 00:00,16040075,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-12-08 22:14,2016-12-08 22:14,2016-12-08 22:25,2016-12-08 23:40,2,,2,TENNESSEE ST W,,,,40,,W,ADAMS ST N,,3,3,1,2,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,593,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-12-10 15:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83589676,2016,2016-04-11 14:55,2016-04-11 00:00,1604-0139,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-04-11 16:16,2016-04-11 16:18,2016-04-11 14:25,2016-04-11 17:10,2,,2,EDWARDS STREET,,,,,,S,PENSACOLA STREET,,5,3,3,1,1,1,1,1,,10,1,2,2,1,,,1,,,1,,,,,408,OFFICER,,,,,FSU POLICE DEPARTMENT,2,2016-10-19 17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86504368,2016,2016-11-09 19:27,2016-11-11 01:52,160166989,L,1,2,0,13,0,LEON,Unincorporated - Leon County,1,2016-11-09 19:29,2016-11-09 19:30,2016-11-09 19:31,2016-11-09 20:39,2,,2,MONROE ST N,,,,0,,,HOPKINS DR,,2,2,3,1,5,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,11366,,,,,,LEON CO SO,3,2016-11-12 14:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86455481,2016,2016-10-29 00:28,2016-10-29 00:00,16035233,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-10-29 00:28,2016-10-29 00:28,2016-10-29 00:28,2016-10-29 01:45,2,,2,TENNESSEE ST W,600 BLOCK,,,500,,W,COPELAND ST N,,3,3,1,2,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,758,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-10-30 14:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86454906,2016,2016-10-10 20:42,2016-10-10 00:00,16033032,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2016-10-10 20:42,2016-10-10 20:43,2016-10-10 20:45,2016-10-10 22:12,2,,2,PENSACOLA ST W,2551,,,50,,W,MABRY ST,,2,3,1,1,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,737,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-10-13 15:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86457198,2016,2016-12-31 00:30,2016-12-31 00:00,16042592,L,1,1,0,13,50,LEON,TALLAHASSEE,2,2016-12-31 00:36,2016-12-31 00:36,2016-12-31 00:39,2016-12-31 01:30,1,HIT AND RUN,2,ADAMS ST S,,,,200,,N,PAUL RUSSELL RD,,5,3,1,1,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,608,PATROL,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-01-03 15:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86455503,2016,2016-10-29 17:49,2016-10-29 00:00,16035347,S,1,3,0,13,50,LEON,TALLAHASSEE,2,2016-10-29 17:49,,,,,,2,APALACHEE PKWY,1500,,,500,,E,APALACHEE PKWY,,8,,1,1,1,1,1,,,10,8,,1,1,,,,,,1,,,,,689,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-11-02 15:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86456558,2016,2016-12-04 19:25,2016-12-04 00:00,16039628,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-12-04 19:25,2016-12-04 19:26,2016-12-04 19:33,2016-12-04 20:08,2,,2,MACLAY BLVD,,,,300,,W,MILLERS BRIDGE RD,,5,2,1,1,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,640,OFC.,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-12-09 16:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86504666,2016,2016-12-20 18:20,2017-01-12 09:06,160187939,U,1,2,0,13,0,LEON,Unincorporated - Leon County,1,2016-12-20 18:22,2016-12-20 18:24,2016-12-20 18:34,2016-12-20 19:52,2,,2,OLD ST AUGUSTINE RD,,,,,0.5,E,CAPITAL CIR SE,,4,1,1,2,6,3,2,1,4,10,3,1,1,88,,,1,,,1,,,,,12055,,,,,,LEON CO SO,3,2017-01-13 15:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86504159,2016,2016-10-12 09:21,2016-10-17 12:50,160151364,L,1,2,0,13,0,LEON,Unincorporated - Leon County,1,2016-10-12 09:21,2016-10-12 09:23,2016-10-12 09:41,2016-10-12 09:58,2,,2,MAHAN DR,3122,,,0,,,,,8,3,1,1,1,1,1,1,77,10,2,1,1,1,,,1,,,1,,,,,11943,,,,,,LEON CO SO,3,2016-10-19 17:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86456654,2016,2016-12-07 08:32,2016-12-07 00:00,16039891,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-12-07 08:32,2016-12-07 08:32,2016-12-07 08:36,2016-12-07 09:30,2,,2,JOHN KNOX RD,,,,75,,W,MERIDIAN RD,,5,3,1,1,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,580,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-12-08 15:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86503377,2016,2016-06-21 13:00,2016-06-22 00:46,160089155,L,1,2,0,13,50,LEON,Tallahassee,2,2016-06-21 20:30,2016-06-21 21:00,2016-06-21 21:00,2016-06-21 22:00,1,FORWARDED TO TRAFFIC UNIT FOR VIDEO FOLL,2,APALACHEE PKWY,1233,,,0,,,,,9,3,1,1,1,1,1,1,77,10,8,1,1,1,,,1,,,1,,,,,11901,,,,,,LEON CO SO,3,2016-06-23 15:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86455779,2016,2016-11-07 12:53,2016-11-07 00:00,16036396,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2016-11-07 12:53,2016-11-07 12:54,2016-11-07 12:55,2016-11-07 13:25,2,,2,CAPITAL CIR NE,,,,90,,N,MAHAN DR,,3,3,1,1,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,510,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-11-08 15:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85913938,2016,2016-10-22 19:42,2016-10-22 00:00,2016-0951,L,1,2,0,13,30,LEON,FLORIDA A&M UNIVERSI,2,2016-10-22 19:42,2016-10-22 20:54,2016-10-22 20:54,2016-10-22 20:56,2,,2,BOB HAYES CIRCLE,1601,,,,,E,FLORAL STREET,,5,2,1,2,4,1,7,1,,10,2,1,1,1,,,1,,,1,,,,,29,OFC.,,,,,FAMU POLICE DEPARTMENT,2,2016-10-25 15:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86504207,2016,2016-10-19 22:40,2016-10-21 03:31,160155613,L,1,2,0,13,0,LEON,Unincorporated - Leon County,1,2016-10-19 22:40,2016-10-19 22:40,2016-10-19 22:40,2016-10-19 23:23,1,SBI - TRAFFIC UNIT FOLLOW-UP,2,N MONROE ST,,,,200,,S,SESSIONS RD,,2,1,1,2,5,1,1,1,77,10,1,1,15,1,,,1,,,1,,,,,11004,,,,,,LEON CO SO,3,2016-10-23 17:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86456585,2016,2016-12-05 11:30,2016-12-08 00:00,16039685,U,2,2,0,13,50,LEON,TALLAHASSEE,2,2016-12-05 12:26,2016-12-05 12:04,2016-12-05 12:23,2016-12-05 13:00,2,,2,AUGUSTINE PL,1732,,,,,,,,8,2,1,1,1,3,2,1,,10,1,1,1,1,,,1,,,1,,,,,609,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2016-12-10 15:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85181985,2016,2016-12-02 03:53,2017-07-31 10:55,FHPH16OFF022389,U,1,3,0,13,0,LEON,UNINCORPORATED,1,2016-12-02 04:25,2016-12-02 04:27,2016-12-02 04:34,2016-12-02 10:19,1,PENDING THI,2,STATE ROAD 363 (WOODVILLE HIGHWAY),,30.300314007327,-84.2445231042802,180,,N,AMBUSH ROAD,,3,2,1,2,5,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,2686,CORPORAL,,,,,FLORIDA HIGHWAY PATROL,1,2017-08-02 13:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85380054,2016,2016-12-25 04:40,2017-07-31 17:03,FHPH16OFF023844,U,3,5,0,13,0,LEON,UNINCORPORATED,1,2016-12-25 04:44,2016-12-25 04:46,2016-12-25 04:50,2016-12-25 11:31,1,PENDING THI,2,INTERSTATE 10,,30.4778647609055,-84.0808170754462,3443,,E,BAUM ROAD,,1,2,1,2,5,1,2,1,77,10,1,1,1,1,,,1,,,1,,,,,1214,CORPORAL,,,,,FLORIDA HIGHWAY PATROL,1,2017-08-08 16:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86457405,2017,2017-01-10 15:36,2017-01-10 00:00,17001075,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-01-10 15:37,2017-01-10 15:37,2017-01-10 15:38,2017-01-10 15:55,2,,2,MACOMB ST N,,,,,,,TENNESSEE ST W,,5,3,2,1,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,659,OFF,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-01-12 15:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86457233,2017,2017-01-02 18:30,2017-01-02 00:00,17000185,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2017-01-02 18:31,2017-01-02 18:32,2017-01-02 18:33,2017-01-02 19:49,2,,2,THOMASVILLE RD,,,,,,,VILLAGE SQUARE BLVD,,2,3,2,1,4,2,2,1,,10,1,1,1,1,,,77,1,,1,,,,,535,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-01-04 16:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86504730,2017,2017-01-03 16:55,2017-01-03 22:02,170001085,L,1,2,0,13,50,LEON,Tallahassee,2,2017-01-03 17:55,2017-01-03 17:59,2017-01-03 18:04,2017-01-03 18:39,2,,2,CENTERVILLE RD,,,,250,,N,OAK LANE DR,,4,1,3,2,1,1,1,1,1,10,1,1,1,1,,,88,,,1,,,,,11517,,,,,,LEON CO SO,3,2017-01-04 16:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86457659,2017,2017-01-20 16:57,2017-01-20 00:00,17002351,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-01-20 16:58,2017-01-20 16:58,2017-01-20 17:02,2017-01-20 17:35,2,,2,CENTERVILLE DR,2737,,,,,,,,9,3,1,1,1,2,2,1,,10,8,1,1,1,,,1,,,1,,,,,353,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-01-22 14:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86504898,2017,2017-01-28 15:12,2017-01-28 17:17,170014925,L,1,2,0,13,50,LEON,Tallahassee,2,2017-01-28 15:12,2017-01-28 15:31,2017-01-28 15:50,2017-01-28 16:05,2,,2,HERMITAGE BLVD,,,,0,,,THOMASVILLE RD,,5,3,2,1,1,2,1,1,77,10,1,1,3,1,,,1,,,1,,,,,11442,,,,,,LEON CO SO,3,2017-01-29 14:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86457954,2017,2017-02-01 21:45,2017-02-01 00:00,17003780,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-02-01 21:47,2017-02-01 21:49,2017-02-01 21:51,2017-02-01 22:17,2,,2,BASIN ST,,,,20,,N,ARIZONA ST,,5,3,1,1,5,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,668,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-02-06 15:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86457378,2017,2017-01-02 20:00,2017-01-26 00:00,17000992,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2017-01-02 20:03,2017-01-02 20:03,2017-01-02 20:03,2017-01-02 20:03,2,,2,SHARER RD,,,,,,,MONROE ST N,,5,2,3,1,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,718,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2017-01-29 14:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
